Date,State,Total_Cases,New_Cases,Total_Deaths,New_Deaths
2020-01-22,AZ,0,0,0,0
2020-01-23,AZ,0,0,0,0
2020-01-24,AZ,0,0,0,0
2020-01-25,AZ,0,0,0,0
2020-01-26,AZ,1,1,0,0
2020-01-27,AZ,1,0,0,0
2020-01-28,AZ,1,0,0,0
2020-01-29,AZ,1,0,0,0
2020-01-30,AZ,1,0,0,0
2020-01-31,AZ,1,0,0,0
2020-02-01,AZ,1,0,0,0
2020-02-02,AZ,1,0,0,0
2020-02-03,AZ,1,0,0,0
2020-02-04,AZ,1,0,0,0
2020-02-05,AZ,1,0,0,0
2020-02-06,AZ,1,0,0,0
2020-02-07,AZ,1,0,0,0
2020-02-08,AZ,1,0,0,0
2020-02-09,AZ,1,0,0,0
2020-02-10,AZ,1,0,0,0
2020-02-11,AZ,1,0,0,0
2020-02-12,AZ,1,0,0,0
2020-02-13,AZ,1,0,0,0
2020-02-14,AZ,1,0,0,0
2020-02-15,AZ,1,0,0,0
2020-02-16,AZ,1,0,0,0
2020-02-17,AZ,1,0,0,0
2020-02-18,AZ,1,0,0,0
2020-02-19,AZ,1,0,0,0
2020-02-20,AZ,1,0,0,0
2020-02-21,AZ,1,0,0,0
2020-02-22,AZ,1,0,0,0
2020-02-23,AZ,1,0,0,0
2020-02-24,AZ,1,0,0,0
2020-02-25,AZ,1,0,0,0
2020-02-26,AZ,1,0,0,0
2020-02-27,AZ,1,0,0,0
2020-02-28,AZ,1,0,0,0
2020-02-29,AZ,1,0,0,0
2020-03-01,AZ,1,0,0,0
2020-03-02,AZ,1,0,0,0
2020-03-03,AZ,2,1,0,0
2020-03-04,AZ,2,0,0,0
2020-03-05,AZ,3,1,0,0
2020-03-06,AZ,3,0,0,0
2020-03-07,AZ,5,2,0,0
2020-03-08,AZ,5,0,0,0
2020-03-09,AZ,6,1,0,0
2020-03-10,AZ,8,2,0,0
2020-03-11,AZ,9,1,0,0
2020-03-12,AZ,9,0,0,0
2020-03-13,AZ,10,1,0,0
2020-03-14,AZ,12,2,0,0
2020-03-15,AZ,13,1,0,0
2020-03-16,AZ,18,5,0,0
2020-03-17,AZ,18,0,0,0
2020-03-18,AZ,27,9,0,0
2020-03-19,AZ,44,17,0,0
2020-03-20,AZ,63,19,1,1
2020-03-21,AZ,104,41,1,0
2020-03-22,AZ,152,48,2,1
2020-03-23,AZ,253,101,2,0
2020-03-24,AZ,326,73,5,3
2020-03-25,AZ,401,75,6,1
2020-03-26,AZ,508,107,8,2
2020-03-27,AZ,665,157,13,5
2020-03-28,AZ,773,108,15,2
2020-03-29,AZ,919,146,17,2
2020-03-30,AZ,1157,238,20,3
2020-03-31,AZ,1289,132,24,4
2020-04-01,AZ,1413,124,29,5
2020-04-02,AZ,1598,185,32,3
2020-04-03,AZ,1769,171,41,9
2020-04-04,AZ,2019,250,52,11
2020-04-05,AZ,2269,250,64,12
2020-04-06,AZ,2456,187,65,1
2020-04-07,AZ,2575,119,73,8
2020-04-08,AZ,2726,151,80,7
2020-04-09,AZ,3018,292,89,9
2020-04-10,AZ,3112,94,97,8
2020-04-11,AZ,3393,281,108,11
2020-04-12,AZ,3539,146,115,7
2020-04-13,AZ,3702,163,122,7
2020-04-14,AZ,3806,104,131,9
2020-04-15,AZ,3962,156,142,11
2020-04-16,AZ,4234,272,150,8
2020-04-17,AZ,4507,273,169,19
2020-04-18,AZ,4719,212,177,8
2020-04-19,AZ,4929,210,184,7
2020-04-20,AZ,5064,135,187,3
2020-04-21,AZ,5251,187,208,21
2020-04-22,AZ,5459,208,229,21
2020-04-23,AZ,5769,310,249,20
2020-04-24,AZ,6045,276,266,17
2020-04-25,AZ,6280,235,273,7
2020-04-26,AZ,6526,246,275,2
2020-04-27,AZ,6716,190,275,0
2020-04-28,AZ,6948,232,293,18
2020-04-29,AZ,7202,254,254,-39
2020-04-30,AZ,7648,446,320,66
2020-05-01,AZ,7962,314,330,10
2020-05-02,AZ,8364,402,348,18
2020-05-03,AZ,8640,276,362,14
2020-05-04,AZ,8919,279,362,0
2020-05-05,AZ,9305,386,395,33
2020-05-06,AZ,9707,402,426,31
2020-05-07,AZ,9945,238,450,24
2020-05-08,AZ,10526,581,517,67
2020-05-09,AZ,10960,434,532,15
2020-05-10,AZ,11119,159,536,4
2020-05-11,AZ,11380,261,542,6
2020-05-12,AZ,11736,356,562,20
2020-05-13,AZ,12176,440,594,32
2020-05-14,AZ,12674,498,624,30
2020-05-15,AZ,13169,495,651,27
2020-05-16,AZ,13631,462,679,28
2020-05-17,AZ,13937,306,680,1
2020-05-18,AZ,14170,233,686,6
2020-05-19,AZ,14566,396,704,18
2020-05-20,AZ,14897,331,747,43
2020-05-21,AZ,15315,418,763,16
2020-05-22,AZ,15608,293,775,12
2020-05-23,AZ,16039,431,799,24
2020-05-24,AZ,16339,300,800,1
2020-05-25,AZ,16561,222,806,6
2020-05-26,AZ,16783,222,807,1
2020-05-27,AZ,17262,479,831,24
2020-05-28,AZ,17763,501,857,26
2020-05-29,AZ,18465,702,885,28
2020-05-30,AZ,19255,790,903,18
2020-05-31,AZ,19936,681,906,3
2020-06-01,AZ,20123,187,917,11
2020-06-02,AZ,21250,1127,941,24
2020-06-03,AZ,22223,973,981,40
2020-06-04,AZ,22753,530,996,15
2020-06-05,AZ,24332,1579,1012,16
2020-06-06,AZ,25451,1119,1042,30
2020-06-07,AZ,26889,1438,1044,2
2020-06-08,AZ,27678,789,1047,3
2020-06-09,AZ,28296,618,1070,23
2020-06-10,AZ,29853,1557,1095,25
2020-06-11,AZ,31266,1413,1127,32
2020-06-12,AZ,32921,1655,1144,17
2020-06-13,AZ,34462,1541,1183,39
2020-06-14,AZ,35696,1234,1186,3
2020-06-15,AZ,36711,1015,1194,8
2020-06-16,AZ,39104,2393,1219,25
2020-06-17,AZ,40932,1828,1239,20
2020-06-18,AZ,43452,2520,1271,32
2020-06-19,AZ,46699,3247,1312,41
2020-06-20,AZ,49809,3110,1338,26
2020-06-21,AZ,52402,2593,1339,1
2020-06-22,AZ,54599,2197,1342,3
2020-06-23,AZ,58193,3594,1384,42
2020-06-24,AZ,58202,9,1463,79
2020-06-25,AZ,63046,4844,1490,27
2020-06-26,AZ,66475,3429,1535,45
2020-06-27,AZ,70069,3594,1579,44
2020-06-28,AZ,73927,3858,1588,9
2020-06-29,AZ,74553,626,1588,0
2020-06-30,AZ,79236,4683,1632,44
2020-07-01,AZ,84114,4878,1720,88
2020-07-02,AZ,87448,3334,1757,37
2020-07-03,AZ,91882,4434,1788,31
2020-07-04,AZ,94578,2696,1805,17
2020-07-05,AZ,98115,3537,1809,4
2020-07-06,AZ,101468,3353,1810,1
2020-07-07,AZ,105122,3654,1927,117
2020-07-08,AZ,108643,3521,1963,36
2020-07-09,AZ,112701,4058,2038,75
2020-07-10,AZ,116923,4222,2082,44
2020-07-11,AZ,119962,3039,2151,69
2020-07-12,AZ,122500,2538,2237,86
2020-07-13,AZ,123858,1358,2245,8
2020-07-14,AZ,128132,4274,2337,92
2020-07-15,AZ,131390,3258,2434,97
2020-07-16,AZ,134650,3260,2492,58
2020-07-17,AZ,138523,3873,2583,91
2020-07-18,AZ,141304,2781,2730,147
2020-07-19,AZ,143664,2360,2761,31
2020-07-20,AZ,145224,1560,2784,23
2020-07-21,AZ,148725,3501,2918,134
2020-07-22,AZ,150652,1927,2974,56
2020-07-23,AZ,152988,2336,3063,89
2020-07-24,AZ,156346,3358,3142,79
2020-07-25,AZ,160087,3741,3286,144
2020-07-26,AZ,162061,1974,3305,19
2020-07-27,AZ,163875,1814,3304,-1
2020-07-28,AZ,165983,2108,3408,104
2020-07-29,AZ,168323,2340,3454,46
2020-07-30,AZ,170849,2526,3626,172
2020-07-31,AZ,174062,3213,3694,68
2020-08-01,AZ,177075,3013,3747,53
2020-08-02,AZ,178521,1446,3765,18
2020-08-03,AZ,179552,1031,3779,14
2020-08-04,AZ,180561,1009,3845,66
2020-08-05,AZ,182260,1699,3932,87
2020-08-06,AZ,183705,1445,4002,70
2020-08-07,AZ,185112,1407,4081,79
2020-08-08,AZ,186167,1055,4137,56
2020-08-09,AZ,186984,817,4150,13
2020-08-10,AZ,187585,601,4154,4
2020-08-11,AZ,188800,1215,4199,45
2020-08-12,AZ,189507,707,4347,148
2020-08-13,AZ,190859,1352,4383,36
2020-08-14,AZ,191787,928,4423,40
2020-08-15,AZ,192654,867,4492,69
2020-08-16,AZ,193605,951,4506,14
2020-08-17,AZ,194074,469,4506,0
2020-08-18,AZ,194990,916,4529,23
2020-08-19,AZ,195628,638,4634,105
2020-08-20,AZ,196352,724,4684,50
2020-08-21,AZ,196972,620,4688,4
2020-08-22,AZ,197969,997,4756,68
2020-08-23,AZ,198178,209,4771,15
2020-08-24,AZ,198490,312,4771,0
2020-08-25,AZ,199350,860,4792,21
2020-08-26,AZ,199537,187,4896,104
2020-08-27,AZ,200218,681,4929,33
2020-08-28,AZ,200738,520,4978,49
2020-08-29,AZ,201368,630,5007,29
2020-08-30,AZ,201743,375,5030,23
2020-08-31,AZ,201918,175,5029,-1
2020-09-01,AZ,202426,508,5044,15
2020-09-02,AZ,202946,520,5065,21
2020-09-03,AZ,204039,1093,5130,65
2020-09-04,AZ,204768,729,5171,41
2020-09-05,AZ,205604,836,5207,36
2020-09-06,AZ,205855,251,5221,14
2020-09-07,AZ,206054,199,5219,-2
2020-09-08,AZ,206136,82,5221,2
2020-09-09,AZ,206633,497,5251,30
2020-09-10,AZ,207095,462,5273,22
2020-09-11,AZ,207617,522,5288,15
2020-09-12,AZ,208223,606,5315,27
2020-09-13,AZ,208608,385,5322,7
2020-09-14,AZ,208822,214,5322,0
2020-09-15,AZ,209307,485,5344,22
2020-09-16,AZ,210006,699,5371,27
2020-09-17,AZ,211760,1754,5409,38
2020-09-18,AZ,213043,1283,5451,42
2020-09-19,AZ,213653,610,5467,16
2020-09-20,AZ,214018,365,5476,9
2020-09-21,AZ,214355,337,5478,2
2020-09-22,AZ,214951,596,5498,20
2020-09-23,AZ,215390,439,5525,27
2020-09-24,AZ,215959,569,5559,34
2020-09-25,AZ,216475,516,5587,28
2020-09-26,AZ,216935,460,5622,35
2020-09-27,AZ,217347,412,5623,1
2020-09-28,AZ,217621,274,5624,1
2020-09-29,AZ,218296,675,5632,8
2020-09-30,AZ,218620,324,5650,18
2020-10-01,AZ,219326,706,5674,24
2020-10-02,AZ,219878,552,5693,19
2020-10-03,AZ,220515,637,5705,12
2020-10-04,AZ,220871,356,5706,1
2020-10-05,AZ,221188,317,5707,1
2020-10-06,AZ,222053,865,5713,6
2020-10-07,AZ,222658,605,5733,20
2020-10-08,AZ,223522,864,5743,10
2020-10-09,AZ,224206,684,5746,3
2020-10-10,AZ,225101,895,5759,13
2020-10-11,AZ,225699,598,5759,0
2020-10-12,AZ,226175,476,5759,0
2020-10-13,AZ,226860,685,5767,8
2020-10-14,AZ,227762,902,5772,5
2020-10-15,AZ,228876,1114,5789,17
2020-10-16,AZ,229615,739,5806,17
2020-10-17,AZ,230537,922,5824,18
2020-10-18,AZ,231280,743,5827,3
2020-10-19,AZ,232029,749,5830,3
2020-10-20,AZ,233070,1041,5837,7
2020-10-21,AZ,234046,976,5854,17
2020-10-22,AZ,235041,995,5859,5
2020-10-23,AZ,236018,977,5865,6
2020-10-24,AZ,236909,891,5869,4
2020-10-25,AZ,238301,1392,5874,5
2020-10-26,AZ,239103,802,5875,1
2020-10-27,AZ,240262,1159,5891,16
2020-10-28,AZ,241306,1044,5905,14
2020-10-29,AZ,242622,1316,5918,13
2020-10-30,AZ,244188,1566,5934,16
2020-10-31,AZ,246115,1927,5979,45
2020-11-01,AZ,247645,1530,5981,2
2020-11-02,AZ,248314,669,5982,1
2020-11-03,AZ,249996,1682,6020,38
2020-11-04,AZ,250814,818,6059,39
2020-11-05,AZ,252952,2138,6087,28
2020-11-06,AZ,254951,1999,6109,22
2020-11-07,AZ,257529,2578,6147,38
2020-11-08,AZ,259457,1928,6164,17
2020-11-09,AZ,259895,438,6164,0
2020-11-10,AZ,263332,3437,6192,28
2020-11-11,AZ,265365,2033,6228,36
2020-11-12,AZ,266767,1402,6240,12
2020-11-13,AZ,269785,3018,6257,17
2020-11-14,AZ,273264,3479,6300,43
2020-11-15,AZ,275650,2386,6302,2
2020-11-16,AZ,277129,1479,6302,0
2020-11-17,AZ,280116,2987,6312,10
2020-11-18,AZ,283325,3209,6365,53
2020-11-19,AZ,287451,4126,6384,19
2020-11-20,AZ,291925,4474,6427,43
2020-11-21,AZ,295566,3641,6457,30
2020-11-22,AZ,299900,4334,6464,7
2020-11-23,AZ,302562,2662,6464,0
2020-11-24,AZ,307109,4547,6515,51
2020-11-25,AZ,311094,3985,6524,9
2020-11-26,AZ,314573,3479,6568,44
2020-11-27,AZ,318888,4315,6588,20
2020-11-28,AZ,323027,4139,6624,36
2020-11-29,AZ,326251,3224,6634,10
2020-11-30,AZ,327076,825,6639,5
2020-12-01,AZ,337401,10325,6687,48
2020-12-02,AZ,341244,3843,6739,52
2020-12-03,AZ,346689,5445,6821,82
2020-12-04,AZ,352372,5683,6885,64
2020-12-05,AZ,359174,6802,6925,40
2020-12-06,AZ,364553,5379,6950,25
2020-12-07,AZ,366123,1570,6950,0
2020-12-08,AZ,378440,12317,6973,23
2020-12-09,AZ,382887,4447,7081,108
2020-12-10,AZ,387818,4931,7154,73
2020-12-11,AZ,394804,6986,7245,91
2020-12-12,AZ,402884,8080,7322,77
2020-12-13,AZ,408740,5856,7357,35
2020-12-14,AZ,420549,11809,7358,1
2020-12-15,AZ,424686,4137,7422,64
2020-12-16,AZ,429526,4840,7530,108
2020-12-17,AZ,435346,5820,7677,147
2020-12-18,AZ,442984,7638,7819,142
2020-12-19,AZ,448547,5563,7937,118
2020-12-20,AZ,453916,5369,7971,34
2020-12-21,AZ,461667,7751,7972,1
2020-12-22,AZ,467540,5873,8125,153
2020-12-23,AZ,473601,6061,8179,54
2020-12-24,AZ,474328,727,8294,115
2020-12-25,AZ,487269,12941,8409,115
2020-12-26,AZ,493378,6109,8424,15
2020-12-27,AZ,494677,1299,8427,3
2020-12-28,AZ,504766,10089,8469,42
2020-12-29,AZ,507568,2802,8640,171
2020-12-30,AZ,512838,5270,8718,78
2020-12-31,AZ,520559,7721,8864,146
2021-01-01,AZ,530622,10063,9015,151
2021-01-02,AZ,539508,8886,9061,46
2021-01-03,AZ,556745,17237,9061,0
2021-01-04,AZ,561906,5161,9064,3
2021-01-05,AZ,567841,5935,9317,253
2021-01-06,AZ,575050,7209,9444,127
2021-01-07,AZ,584966,9916,9741,297
2021-01-08,AZ,596627,11661,9938,197
2021-01-09,AZ,607724,11097,10036,98
2021-01-10,AZ,618928,11204,10141,105
2021-01-11,AZ,627926,8998,10147,6
2021-01-12,AZ,636488,8562,10482,335
2021-01-13,AZ,642120,5632,10673,191
2021-01-14,AZ,649434,7314,10855,182
2021-01-15,AZ,658583,9149,11040,185
2021-01-16,AZ,667301,8718,11248,208
2021-01-17,AZ,674285,6984,11266,18
2021-01-18,AZ,679688,5403,11265,-1
2021-01-19,AZ,686108,6420,11266,1
2021-01-20,AZ,690956,4848,11528,262
2021-01-21,AZ,700357,9401,11772,244
2021-01-22,AZ,708459,8102,12001,229
2021-01-23,AZ,715778,7319,12170,169
2021-01-24,AZ,722998,7220,12238,68
2021-01-25,AZ,728322,5324,12239,1
2021-01-26,AZ,733073,4751,12448,209
2021-01-27,AZ,738994,5921,12643,195
2021-01-28,AZ,743668,4674,12819,176
2021-01-29,AZ,748699,5031,13022,203
2021-01-30,AZ,753821,5122,13098,76
2021-01-31,AZ,758849,5028,13120,22
2021-02-01,AZ,762593,3744,13124,4
2021-02-02,AZ,765534,2941,13362,238
2021-02-03,AZ,767833,2299,13576,214
2021-02-04,AZ,772253,4420,13752,176
2021-02-05,AZ,776082,3829,13948,196
2021-02-06,AZ,779556,3474,14011,63
2021-02-07,AZ,781103,1547,14048,37
2021-02-08,AZ,783356,2253,14055,7
2021-02-09,AZ,787740,4384,14286,231
2021-02-10,AZ,789720,1980,14462,176
2021-02-11,AZ,791584,1864,14662,200
2021-02-12,AZ,794013,2429,14834,172
2021-02-13,AZ,795807,1794,14948,114
2021-02-14,AZ,797757,1950,14978,30
2021-02-15,AZ,799098,1341,14978,0
2021-02-16,AZ,800233,1135,14981,3
2021-02-17,AZ,801551,1318,15063,82
2021-02-18,AZ,802697,1146,15276,213
2021-02-19,AZ,804618,1921,15421,145
2021-02-20,AZ,806668,2050,15480,59
2021-02-21,AZ,808475,1807,15505,25
2021-02-22,AZ,809985,1510,15502,-3
2021-02-23,AZ,811283,1298,15650,148
2021-02-24,AZ,812593,1310,15693,43
2021-02-25,AZ,813532,939,15814,121
2021-02-26,AZ,815153,1621,15897,83
2021-02-27,AZ,816332,1179,15967,70
2021-02-28,AZ,817407,1075,15980,13
2021-03-01,AZ,818446,1039,15979,-1
2021-03-02,AZ,819295,849,16060,81
2021-03-03,AZ,820579,1284,16089,29
2021-03-04,AZ,821733,1154,16185,96
2021-03-05,AZ,824009,2276,16269,84
2021-03-06,AZ,825744,1735,16323,54
2021-03-07,AZ,827079,1335,16328,5
2021-03-08,AZ,827862,783,16328,0
2021-03-09,AZ,828425,563,16326,-2
2021-03-10,AZ,829255,830,16404,78
2021-03-11,AZ,831090,1835,16464,60
2021-03-12,AZ,832457,1367,16519,55
2021-03-13,AZ,832719,262,16546,27
2021-03-14,AZ,833368,649,16553,7
2021-03-15,AZ,834006,638,16553,0
2021-03-16,AZ,834503,497,16574,21
2021-03-17,AZ,834948,445,16586,12
2021-03-18,AZ,835232,284,16645,59
2021-03-19,AZ,835655,423,16691,46
2021-03-20,AZ,836390,735,16733,42
2021-03-21,AZ,836878,488,16745,12
2021-03-22,AZ,837362,484,16745,0
2021-03-23,AZ,837869,507,16798,53
2021-03-24,AZ,838474,605,16842,44
2021-03-25,AZ,838612,138,16874,32
2021-03-26,AZ,839183,571,16898,24
2021-03-27,AZ,839959,776,16912,14
2021-03-28,AZ,840513,554,16918,6
2021-03-29,AZ,841117,604,16918,0
2021-03-30,AZ,841703,586,16941,23
2021-03-31,AZ,842436,733,16967,26
2021-04-01,AZ,842817,381,16977,10
2021-04-02,AZ,843757,940,16989,12
2021-04-03,AZ,844463,706,16991,2
2021-04-04,AZ,844927,464,16990,-1
2021-04-05,AZ,845535,608,16990,0
2021-04-06,AZ,846105,570,16996,6
2021-04-07,AZ,846855,750,17023,27
2021-04-08,AZ,847525,670,17055,32
2021-04-09,AZ,848202,677,17062,7
2021-04-10,AZ,849021,819,17092,30
2021-04-11,AZ,849561,540,17086,-6
2021-04-12,AZ,850236,675,17086,0
2021-04-13,AZ,850846,610,17105,19
2021-04-14,AZ,851265,419,17109,4
2021-04-15,AZ,851725,460,17123,14
2021-04-16,AZ,852570,845,17153,30
2021-04-17,AZ,853050,480,17151,-2
2021-04-18,AZ,853761,711,17153,2
2021-04-19,AZ,854453,692,17153,0
2021-04-20,AZ,855155,702,17193,40
2021-04-21,AZ,855804,649,17199,6
2021-04-22,AZ,856451,647,17221,22
2021-04-23,AZ,857347,896,17238,17
2021-04-24,AZ,858076,729,17260,22
2021-04-25,AZ,858737,661,17268,8
2021-04-26,AZ,859487,750,17268,0
2021-04-27,AZ,860169,682,17276,8
2021-04-28,AZ,860772,603,17282,6
2021-04-29,AZ,861653,881,17305,23
2021-04-30,AZ,862497,844,17324,19
2021-05-01,AZ,863571,1074,17338,14
2021-05-02,AZ,863927,356,17344,6
2021-05-03,AZ,864579,652,17344,0
2021-05-04,AZ,865280,701,17355,11
2021-05-05,AZ,866022,742,17360,5
2021-05-06,AZ,866623,601,17367,7
2021-05-07,AZ,867443,820,17391,24
2021-05-08,AZ,868382,939,17407,16
2021-05-09,AZ,868830,448,17409,2
2021-05-10,AZ,869472,642,17409,0
2021-05-11,AZ,870155,683,17428,19
2021-05-12,AZ,870624,469,17430,2
2021-05-13,AZ,871168,544,17438,8
2021-05-14,AZ,872022,854,17447,9
2021-05-15,AZ,872496,474,17459,12
2021-05-16,AZ,872978,482,17466,7
2021-05-17,AZ,873446,468,17466,0
2021-05-18,AZ,874065,619,17480,14
2021-05-19,AZ,874605,540,17497,17
2021-05-20,AZ,875195,590,17509,12
2021-05-21,AZ,875766,571,17531,22
2021-05-22,AZ,876411,645,17547,16
2021-05-23,AZ,876732,321,17555,8
2021-05-24,AZ,877182,450,17555,0
2021-05-25,AZ,877682,500,17569,14
2021-05-26,AZ,878338,656,17576,7
2021-05-27,AZ,879102,764,17594,18
2021-05-28,AZ,879909,807,17609,15
2021-05-29,AZ,880466,557,17628,19
2021-05-30,AZ,881089,623,17628,0
2021-05-31,AZ,881450,361,17628,0
2021-06-01,AZ,881454,4,17628,0
2021-06-02,AZ,882369,915,17648,20
2021-06-03,AZ,882691,322,17653,5
2021-06-04,AZ,883037,346,17673,20
2021-06-05,AZ,883314,277,17698,25
2021-06-06,AZ,883821,507,17700,2
2021-06-07,AZ,884195,374,17700,0
2021-06-08,AZ,884609,414,17713,13
2021-06-09,AZ,885042,433,17715,2
2021-06-10,AZ,885412,370,17742,27
2021-06-11,AZ,885834,422,17740,-2
2021-06-12,AZ,886404,570,17761,21
2021-06-13,AZ,886752,348,17768,7
2021-06-14,AZ,887146,394,17768,0
2021-06-15,AZ,887569,423,17779,11
2021-06-16,AZ,888005,436,17791,12
2021-06-17,AZ,888337,332,17809,18
2021-06-18,AZ,888800,463,17820,11
2021-06-19,AZ,889263,463,17831,11
2021-06-20,AZ,889727,464,17843,12
2021-06-21,AZ,890111,384,17843,0
2021-06-22,AZ,890533,422,17858,15
2021-06-23,AZ,891023,490,17868,10
2021-06-24,AZ,891649,626,17875,7
2021-06-25,AZ,892236,587,17903,28
2021-06-26,AZ,892711,475,17914,11
2021-06-27,AZ,893147,436,17913,-1
2021-06-28,AZ,893560,413,17913,0
2021-06-29,AZ,894106,546,17930,17
2021-06-30,AZ,894875,769,17936,6
2021-07-01,AZ,895347,472,17939,3
2021-07-02,AZ,895873,526,17961,22
2021-07-03,AZ,896518,645,17975,14
2021-07-04,AZ,896960,442,17979,4
2021-07-05,AZ,897010,50,17979,0
2021-07-06,AZ,897910,900,18000,21
2021-07-07,AZ,898283,373,18004,4
2021-07-08,AZ,898908,625,18003,-1
2021-07-09,AZ,899829,921,18009,6
2021-07-10,AZ,900636,807,18029,20
2021-07-11,AZ,901439,803,18033,4
2021-07-12,AZ,901561,122,18035,2
2021-07-13,AZ,901906,345,18055,20
2021-07-14,AZ,903851,1945,18076,21
2021-07-15,AZ,904865,1014,18083,7
2021-07-16,AZ,906116,1251,18100,17
2021-07-17,AZ,907268,1152,18114,14
2021-07-18,AZ,908248,980,18117,3
2021-07-19,AZ,909282,1034,18117,0
2021-07-20,AZ,910436,1154,18117,0
2021-07-21,AZ,911479,1043,18127,10
2021-07-22,AZ,912653,1174,18137,10
2021-07-23,AZ,914132,1479,18144,7
2021-07-24,AZ,915660,1528,18170,26
2021-07-25,AZ,917168,1508,18171,1
2021-07-26,AZ,918609,1441,18171,0
2021-07-27,AZ,920084,1475,18183,12
2021-07-28,AZ,921445,1361,18185,2
2021-07-29,AZ,923204,1759,18200,15
2021-07-30,AZ,925169,1965,18224,24
2021-07-31,AZ,927235,2066,18246,22
2021-08-01,AZ,929541,2306,18251,5
2021-08-02,AZ,931387,1846,18252,1
2021-08-03,AZ,933361,1974,18282,30
2021-08-04,AZ,935647,2286,18289,7
2021-08-05,AZ,937936,2289,18300,11
2021-08-06,AZ,940762,2826,18342,42
2021-08-07,AZ,943415,2653,18376,34
2021-08-08,AZ,946054,2639,18388,12
2021-08-09,AZ,948245,2191,18388,0
2021-08-10,AZ,950827,2582,18400,12
2021-08-11,AZ,952797,1970,18406,6
2021-08-12,AZ,955767,2970,18412,6
2021-08-13,AZ,958992,3225,18435,23
2021-08-14,AZ,962410,3418,18462,27
2021-08-15,AZ,965462,3052,18464,2
2021-08-16,AZ,967862,2400,18464,0
2021-08-17,AZ,970523,2661,18467,3
2021-08-18,AZ,972925,2402,18504,37
2021-08-19,AZ,976471,3546,18508,4
2021-08-20,AZ,979580,3109,18561,53
2021-08-21,AZ,982775,3195,18597,36
2021-08-22,AZ,986082,3307,18600,3
2021-08-23,AZ,988714,2632,18600,0
2021-08-24,AZ,991309,2595,18638,38
2021-08-25,AZ,994736,3427,18638,0
2021-08-26,AZ,998164,3428,18661,23
2021-08-27,AZ,1001871,3707,18724,63
2021-08-28,AZ,1005764,3893,18779,55
2021-08-29,AZ,1007854,2090,18787,8
2021-08-30,AZ,1011101,3247,18787,0
2021-08-31,AZ,1011923,822,18786,-1
2021-09-01,AZ,1016663,4740,18853,67
2021-09-02,AZ,1020133,3470,18879,26
2021-09-03,AZ,1023935,3802,18959,80
2021-09-04,AZ,1027359,3424,18997,38
2021-09-05,AZ,1030430,3071,18998,1
2021-09-06,AZ,1032808,2378,18999,1
2021-09-07,AZ,1034790,1982,19053,54
2021-09-08,AZ,1037012,2222,19079,26
2021-09-09,AZ,1039492,2480,19141,62
2021-09-10,AZ,1042480,2988,19147,6
2021-09-11,AZ,1045835,3355,19183,36
2021-09-12,AZ,1048600,2765,19187,4
2021-09-13,AZ,1050878,2278,19187,0
2021-09-14,AZ,1053487,2609,19304,117
2021-09-15,AZ,1055919,2432,19333,29
2021-09-16,AZ,1058774,2855,19360,27
2021-09-17,AZ,1061604,2830,19379,19
2021-09-18,AZ,1064346,2742,19487,108
2021-09-19,AZ,1066803,2457,19513,26
2021-09-20,AZ,1068823,2020,19513,0
2021-09-21,AZ,1070757,1934,19584,71
2021-09-22,AZ,1072863,2106,19658,74
2021-09-23,AZ,1075876,3013,19727,69
2021-09-24,AZ,1078874,2998,19737,10
2021-09-25,AZ,1081790,2916,19806,69
2021-09-26,AZ,1084369,2579,19812,6
2021-09-27,AZ,1086328,1959,19812,0
2021-09-28,AZ,1087451,1123,19920,108
2021-09-29,AZ,1090839,3388,19959,39
2021-09-30,AZ,1093583,2744,19984,25
2021-10-01,AZ,1097225,3642,20039,55
2021-10-02,AZ,1100167,2942,20134,95
2021-10-03,AZ,1102422,2255,20137,3
2021-10-04,AZ,1104535,2113,20137,0
2021-10-05,AZ,1106789,2254,20211,74
2021-10-06,AZ,1108830,2041,20250,39
2021-10-07,AZ,1111359,2529,20282,32
2021-10-08,AZ,1114061,2702,20319,37
2021-10-09,AZ,1116419,2358,20350,31
2021-10-10,AZ,1118601,2182,20382,32
2021-10-11,AZ,1120361,1760,20382,0
2021-10-12,AZ,1122390,2029,20453,71
2021-10-13,AZ,1124709,2319,20447,-6
2021-10-14,AZ,1127095,2386,20453,6
2021-10-15,AZ,1129494,2399,20491,38
2021-10-16,AZ,1131976,2482,20500,9
2021-10-17,AZ,1133862,1886,20557,57
2021-10-18,AZ,1135748,1886,20614,57
2021-10-19,AZ,1137636,1888,20674,60
2021-10-20,AZ,1139627,1991,20721,47
2021-10-21,AZ,1142122,2495,20770,49
2021-10-22,AZ,1145196,3074,20821,51
2021-10-23,AZ,1148340,3144,20851,30
2021-10-24,AZ,1149824,1484,20862,11
2021-10-25,AZ,1149982,158,20861,-1
2021-10-26,AZ,1150432,450,20963,102
2021-10-27,AZ,1156731,6299,21044,81
2021-10-28,AZ,1159526,2795,21033,-11
2021-10-29,AZ,1163217,3691,21096,63
2021-10-30,AZ,1166060,2843,21153,57
2021-10-31,AZ,1168900,2840,21154,1
2021-11-01,AZ,1170990,2090,21155,1
2021-11-02,AZ,1173340,2350,21149,-6
2021-11-03,AZ,1175520,2180,21273,124
2021-11-04,AZ,1179072,3552,21290,17
2021-11-05,AZ,1182885,3813,21348,58
2021-11-06,AZ,1186477,3592,21408,60
